set_bonus_buff,set_name,quality,armor_group,localized_name,localized_description,localized_tooltip,effects_from_xml
buffFarmerSetBonus,Farmer,5,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusSeed)"
buffFarmerSetBonus,Farmer,5,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusHarvest)"
buffFarmerSetBonus,Farmer,5,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=set, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=multiply, value=1.55) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=set, value=@foodHealthFarmerMulti) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=subtract, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthAmount, operation=add, value=@foodHealthFarmerSub)"
buffFarmerSetBonus,Farmer,6,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay01, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorFarmerFSBDisplay03, operation=set, value=75) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorFarmerFSBDisplay01,.armorFarmerFSBDisplay02,.armorFarmerFSBDisplay03)"
buffFarmerSetBonus,Farmer,6,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusSeed)"
buffFarmerSetBonus,Farmer,6,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"passive_effect(name=HarvestCount, operation=base_add, value=1, tags=farmerBonusHarvest)"
buffFarmerSetBonus,Farmer,6,groupFarmer,,"Knowing where it comes from, Farmers recover faster from food.\nGain {cvar(.armorFarmerFSBDisplay03:0)}% more health and stamina from food.\nGet a {cvar(.armorFarmerFSBDisplay01:0)}% chance to get an extra seed from harvest.\nGain {cvar(.armorFarmerFSBDisplay02:0)}% chance to harvest an additional crop.",,"triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=set, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerMulti, operation=multiply, value=1.75) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=set, value=@foodHealthFarmerMulti) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthFarmerSub, operation=subtract, value=@foodHealthFarmer) | triggered_effect(trigger=onSelfPrimaryActionEnd, action=ModifyCVar, cvar=foodHealthAmount, operation=add, value=@foodHealthFarmerSub)"
buffLumberjackSetBonus,Lumberjack,1,groupLumberjack,,"With the proper gear, a Lumberjack can go all day.\nWhile using axes and chainsaws:\nIncrease wood harvest by {cvar(.armorLumberjackFSBDisplay02:0)}%.\nUse {cvar(.armorLumberjackFSBDisplay01:0)}% less stamina.\nIncrease base entity damage by {cvar(.armorLumberjackFSBDisplay03:0)}.\nIncrease block damage by {cvar(.armorLumberjackFSBDisplay04:0)}%.",,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.05) | passive_effect(name=HarvestCount, operation=perc_add, value=0.1, tags=lumberjackHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=1) | passive_effect(name=BlockDamage, operation=perc_add, value=.1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorLumberjackFSBDisplay01,.armorLumberjackFSBDisplay02,.armorLumberjackFSBDisplay03,.armorLumberjackFSBDisplay04) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=10)"
buffLumberjackSetBonus,Lumberjack,2,groupLumberjack,,"With the proper gear, a Lumberjack can go all day.\nWhile using axes and chainsaws:\nIncrease wood harvest by {cvar(.armorLumberjackFSBDisplay02:0)}%.\nUse {cvar(.armorLumberjackFSBDisplay01:0)}% less stamina.\nIncrease base entity damage by {cvar(.armorLumberjackFSBDisplay03:0)}.\nIncrease block damage by {cvar(.armorLumberjackFSBDisplay04:0)}%.",,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.10) | passive_effect(name=HarvestCount, operation=perc_add, value=0.2, tags=lumberjackHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=2) | passive_effect(name=BlockDamage, operation=perc_add, value=.2) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorLumberjackFSBDisplay01,.armorLumberjackFSBDisplay02,.armorLumberjackFSBDisplay03,.armorLumberjackFSBDisplay04) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=20)"
buffLumberjackSetBonus,Lumberjack,3,groupLumberjack,,"With the proper gear, a Lumberjack can go all day.\nWhile using axes and chainsaws:\nIncrease wood harvest by {cvar(.armorLumberjackFSBDisplay02:0)}%.\nUse {cvar(.armorLumberjackFSBDisplay01:0)}% less stamina.\nIncrease base entity damage by {cvar(.armorLumberjackFSBDisplay03:0)}.\nIncrease block damage by {cvar(.armorLumberjackFSBDisplay04:0)}%.",,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.15) | passive_effect(name=HarvestCount, operation=perc_add, value=0.3, tags=lumberjackHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=3) | passive_effect(name=BlockDamage, operation=perc_add, value=.3) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorLumberjackFSBDisplay01,.armorLumberjackFSBDisplay02,.armorLumberjackFSBDisplay03,.armorLumberjackFSBDisplay04) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=3) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=3) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=30)"
buffLumberjackSetBonus,Lumberjack,4,groupLumberjack,,"With the proper gear, a Lumberjack can go all day.\nWhile using axes and chainsaws:\nIncrease wood harvest by {cvar(.armorLumberjackFSBDisplay02:0)}%.\nUse {cvar(.armorLumberjackFSBDisplay01:0)}% less stamina.\nIncrease base entity damage by {cvar(.armorLumberjackFSBDisplay03:0)}.\nIncrease block damage by {cvar(.armorLumberjackFSBDisplay04:0)}%.",,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.20) | passive_effect(name=HarvestCount, operation=perc_add, value=0.5, tags=lumberjackHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=4) | passive_effect(name=BlockDamage, operation=perc_add, value=.5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=20) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorLumberjackFSBDisplay01,.armorLumberjackFSBDisplay02,.armorLumberjackFSBDisplay03,.armorLumberjackFSBDisplay04) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=4) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=4) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=50)"
buffLumberjackSetBonus,Lumberjack,5,groupLumberjack,,"With the proper gear, a Lumberjack can go all day.\nWhile using axes and chainsaws:\nIncrease wood harvest by {cvar(.armorLumberjackFSBDisplay02:0)}%.\nUse {cvar(.armorLumberjackFSBDisplay01:0)}% less stamina.\nIncrease base entity damage by {cvar(.armorLumberjackFSBDisplay03:0)}.\nIncrease block damage by {cvar(.armorLumberjackFSBDisplay04:0)}%.",,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.25) | passive_effect(name=HarvestCount, operation=perc_add, value=0.75, tags=lumberjackHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=5) | passive_effect(name=BlockDamage, operation=perc_add, value=.75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorLumberjackFSBDisplay01,.armorLumberjackFSBDisplay02,.armorLumberjackFSBDisplay03,.armorLumberjackFSBDisplay04) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=75)"
buffLumberjackSetBonus,Lumberjack,6,groupLumberjack,,"With the proper gear, a Lumberjack can go all day.\nWhile using axes and chainsaws:\nIncrease wood harvest by {cvar(.armorLumberjackFSBDisplay02:0)}%.\nUse {cvar(.armorLumberjackFSBDisplay01:0)}% less stamina.\nIncrease base entity damage by {cvar(.armorLumberjackFSBDisplay03:0)}.\nIncrease block damage by {cvar(.armorLumberjackFSBDisplay04:0)}%.",,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.3) | passive_effect(name=HarvestCount, operation=perc_add, value=1, tags=lumberjackHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=6) | passive_effect(name=BlockDamage, operation=perc_add, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay01, operation=set, value=30) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorLumberjackFSBDisplay01,.armorLumberjackFSBDisplay02,.armorLumberjackFSBDisplay03,.armorLumberjackFSBDisplay04) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=6) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay03, operation=set, value=6) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=100) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorLumberjackFSBDisplay04, operation=set, value=100)"
buffMinerSetBonus,Miner,1,groupMiner,,Miners possess the expertise to extract resources efficiently while preserving their tools from excessive wear and tear.\nWhile using mining tools:\nIncrease harvest and block damage by {cvar(.armorMinerFSBDisplay02:0)}%.\nDecreases stamina usage by {cvar(.armorMinerFSBDisplay01:0)}%.\nIncrease base entity damage by {cvar(.armorMinerFSBDisplay03:0)}.,,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.05) | passive_effect(name=HarvestCount, operation=perc_add, value=0.1, tags=oreWoodHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=1) | passive_effect(name=BlockDamage, operation=perc_add, value=.1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorMinerFSBDisplay01,.armorMinerFSBDisplay02,.armorMinerFSBDisplay03) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=1)"
buffMinerSetBonus,Miner,2,groupMiner,,Miners possess the expertise to extract resources efficiently while preserving their tools from excessive wear and tear.\nWhile using mining tools:\nIncrease harvest and block damage by {cvar(.armorMinerFSBDisplay02:0)}%.\nDecreases stamina usage by {cvar(.armorMinerFSBDisplay01:0)}%.\nIncrease base entity damage by {cvar(.armorMinerFSBDisplay03:0)}.,,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.1) | passive_effect(name=HarvestCount, operation=perc_add, value=0.2, tags=oreWoodHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=2) | passive_effect(name=BlockDamage, operation=perc_add, value=.2) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=10) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorMinerFSBDisplay01,.armorMinerFSBDisplay02,.armorMinerFSBDisplay03) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=20) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=2) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=2)"
buffMinerSetBonus,Miner,3,groupMiner,,Miners possess the expertise to extract resources efficiently while preserving their tools from excessive wear and tear.\nWhile using mining tools:\nIncrease harvest and block damage by {cvar(.armorMinerFSBDisplay02:0)}%.\nDecreases stamina usage by {cvar(.armorMinerFSBDisplay01:0)}%.\nIncrease base entity damage by {cvar(.armorMinerFSBDisplay03:0)}.,,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.15) | passive_effect(name=HarvestCount, operation=perc_add, value=0.3, tags=oreWoodHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=3) | passive_effect(name=BlockDamage, operation=perc_add, value=.3) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=15) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorMinerFSBDisplay01,.armorMinerFSBDisplay02,.armorMinerFSBDisplay03) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=30) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=3) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=3)"
buffMinerSetBonus,Miner,4,groupMiner,,Miners possess the expertise to extract resources efficiently while preserving their tools from excessive wear and tear.\nWhile using mining tools:\nIncrease harvest and block damage by {cvar(.armorMinerFSBDisplay02:0)}%.\nDecreases stamina usage by {cvar(.armorMinerFSBDisplay01:0)}%.\nIncrease base entity damage by {cvar(.armorMinerFSBDisplay03:0)}.,,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.2) | passive_effect(name=HarvestCount, operation=perc_add, value=0.5, tags=oreWoodHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=4) | passive_effect(name=BlockDamage, operation=perc_add, value=.5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=20) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=20) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorMinerFSBDisplay01,.armorMinerFSBDisplay02,.armorMinerFSBDisplay03) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=50) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=4) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=4)"
buffMinerSetBonus,Miner,5,groupMiner,,Miners possess the expertise to extract resources efficiently while preserving their tools from excessive wear and tear.\nWhile using mining tools:\nIncrease harvest and block damage by {cvar(.armorMinerFSBDisplay02:0)}%.\nDecreases stamina usage by {cvar(.armorMinerFSBDisplay01:0)}%.\nIncrease base entity damage by {cvar(.armorMinerFSBDisplay03:0)}.,,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.25) | passive_effect(name=HarvestCount, operation=perc_add, value=0.75, tags=oreWoodHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=5) | passive_effect(name=BlockDamage, operation=perc_add, value=.75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=25) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorMinerFSBDisplay01,.armorMinerFSBDisplay02,.armorMinerFSBDisplay03) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=75) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=5)"
buffMinerSetBonus,Miner,6,groupMiner,,Miners possess the expertise to extract resources efficiently while preserving their tools from excessive wear and tear.\nWhile using mining tools:\nIncrease harvest and block damage by {cvar(.armorMinerFSBDisplay02:0)}%.\nDecreases stamina usage by {cvar(.armorMinerFSBDisplay01:0)}%.\nIncrease base entity damage by {cvar(.armorMinerFSBDisplay03:0)}.,,"passive_effect(name=StaminaLoss, operation=perc_add, value=-.3) | passive_effect(name=HarvestCount, operation=perc_add, value=1, tags=oreWoodHarvest) | passive_effect(name=EntityDamage, operation=base_add, value=6) | passive_effect(name=BlockDamage, operation=perc_add, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=30) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay01, operation=set, value=30) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorMinerFSBDisplay01,.armorMinerFSBDisplay02,.armorMinerFSBDisplay03) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay02, operation=set, value=100) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=6) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorMinerFSBDisplay03, operation=set, value=6)"
buffNerdSetBonus,Nerd,1,groupNerd,,Understanding the mechanics of turrets and weapons allows the Nerd to operate them properly.\nGain {cvar(.armorNerdFSBDisplay01:0)}% more experience.\nImproves junk turrents by {cvar(.armorNerdFSBDisplay02:0)}%.\nYou can deploy {cvar(.armorNerdFSBDisplay03:0)} additional junk turret.,,"passive_effect(name=PlayerExpGain, operation=perc_add, value=.05) | passive_effect(name=RoundsPerMinute, operation=perc_add, value=.1, tags=perkTurrets) | passive_effect(name=ReloadSpeedMultiplier, operation=perc_add, value=.1, tags=perkTurrets) | passive_effect(name=EntityDamage, operation=perc_add, value=.1, tags=perkTurrets) | passive_effect(name=BlockDamage, operation=perc_add, value=.1, tags=turretMelee) | passive_effect(name=JunkTurretActiveRange, operation=perc_add, value=.1) | passive_effect(name=JunkTurretActiveCount, operation=base_add, value=1) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay01, operation=set, value=5) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay02, operation=set, value=10) | triggered_effect(trigger=onSelfBuffStart, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffUpdate, action=ModifyCVar, cvar=.armorNerdFSBDisplay03, operation=set, value=1) | triggered_effect(trigger=onSelfBuffRemove, action=RemoveCVar, cvar=.armorNerdFSBDisplay01,.armorNerdFSBDisplay02,.armorNerdFSBDisplay03)"
